title,位置,经纬度
梅陇四村,上海市徐汇区梅陇四村,"121.421989,31.137594"
沙家浜小区,上海市徐汇区华济苑沙家浜小区,"121.462425,31.116402"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
梅陇路394弄,上海市徐汇区梅陇路394弄,"121.415952,31.137702"
梅陇十村,上海市徐汇区梅陇十村,"121.424324,31.130239"
虹梅南路96弄,上海市徐汇区虹梅南路96弄,"121.413605,31.139593"
沙家浜小区,上海市徐汇区华济苑沙家浜小区,"121.462425,31.116402"
名人花苑,上海市徐汇区名人花苑,"121.453148,31.114859"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
梅陇九村,上海市浦东新区梅陇九村,"121.526901,31.220316"
梅陇四村,上海市徐汇区梅陇四村,"121.421989,31.137594"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
梅陇九村,上海市浦东新区梅陇九村,"121.526901,31.220316"
申航小区,上海市徐汇区申航小区,"121.442429,31.177763"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
舒乐公寓,上海市徐汇区舒乐公寓,"121.435318,31.131142"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
明佳公寓,上海市徐汇区明佳公寓,"121.415344,31.178217"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
明佳公寓,上海市徐汇区明佳公寓,"121.415344,31.178217"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
华理苑,上海市徐汇区华理苑,"121.420761,31.144419"
爱建大厦,上海市徐汇区爱建大厦,"121.448433,31.188643"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
徐汇新干线,上海市徐汇区徐汇,"121.419417,31.166917"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
徐汇华园,上海市徐汇区徐汇华园,"121.452806,31.129184"
钦江大楼,上海市徐汇区钦江大楼,"121.413307,31.176889"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
东泉小区,上海市徐汇区东泉小区,"121.445175,31.156063"
生活花苑,上海市徐汇区生活花苑,"121.448959,31.168688"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
狮城花苑,上海市徐汇区狮城花苑,"121.446724,31.165464"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
徐汇华园,上海市徐汇区徐汇华园,"121.452806,31.129184"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
华富小区,上海市青浦区华富小区,"121.233650,31.244610"
天钥新村,上海市徐汇区天钥新村,"121.447144,31.185377"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
佳信徐汇公寓,上海市徐汇区佳信徐汇公寓,"121.438057,31.173081"
裕德大厦,上海市徐汇区江南裕德大厦,"121.434364,31.185045"
银星名庭,上海市徐汇区银星名庭,"121.437340,31.169138"
梅陇四村,上海市徐汇区梅陇四村,"121.421989,31.137594"
梅陇四村,上海市徐汇区梅陇四村,"121.421989,31.137594"
天龙苑,上海市徐汇区天龙苑,"121.447701,31.157650"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
叠加苑,上海市徐汇区叠加苑,"121.452942,31.152843"
华鼎广场,上海市徐汇区华鼎广场,"121.432045,31.180027"
金轩公寓,上海市徐汇区金轩公寓,"121.439362,31.188540"
金轩公寓,上海市徐汇区金轩公寓,"121.439362,31.188540"
爱乐大厦,上海市徐汇区爱乐大厦,"121.446472,31.188000"
鼎新大楼(公寓),上海市徐汇区鼎新大楼,"121.460449,31.203327"
聚龙新苑,上海市徐汇区聚龙新苑,"121.450935,31.156487"
松风花园,上海市徐汇区松风花园,"121.433243,31.132858"
爱和大厦,上海市徐汇区爱和大厦,"121.446701,31.188372"
中海瀛台,上海市徐汇区中海瀛台,"121.452919,31.140421"
实业公寓,上海市徐汇区实业公寓,"121.436996,31.192621"
宏汇大厦,上海市徐汇区宏汇大厦,"121.422142,31.186817"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
佳安公寓,上海市徐汇区佳安公寓,"121.447174,31.189648"
望族城,上海市徐汇区上海望族城,"121.435837,31.170012"
望族城,上海市徐汇区上海望族城,"121.435837,31.170012"
创世纪花园,上海市徐汇区创世纪花园,"121.439896,31.185373"
名人花苑,上海市徐汇区名人花苑,"121.453148,31.114859"
名人花苑,上海市徐汇区名人花苑,"121.453148,31.114859"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
名人花苑,上海市徐汇区名人花苑,"121.453148,31.114859"
凯旋一村,上海市徐汇区凯旋一村,"121.424629,31.193342"
宛龙小区,上海市徐汇区宛龙小区,"121.448990,31.182232"
漕溪四村,上海市徐汇区漕溪四村,"121.440292,31.170727"
虹二小区,上海市徐汇区虹二小区,"121.425377,31.195839"
杜鹃园,上海市徐汇区杜鹃园,"121.410164,31.168009"
宛轻公寓,上海市徐汇区宛轻公寓,"121.447670,31.191185"
永福路147弄,上海市徐汇区永福路147弄,"121.444604,31.209803"
医学院路54弄,上海市徐汇区医学院路五十四弄,"121.457359,31.200153"
宛南五村,上海市徐汇区宛南五村,"121.448341,31.180853"
徐虹公寓,上海市徐汇区徐虹公寓,"121.425446,31.186853"
王家堂小区,上海市徐汇区王家堂小区,"121.444832,31.189226"
虹二小区,上海市徐汇区虹二小区,"121.425377,31.195839"
虹二小区,上海市徐汇区虹二小区,"121.425377,31.195839"
汇成五村,上海市徐汇区汇成五村,"121.449425,31.144348"
龙吴路13弄,上海市徐汇区龙吴路13弄,"121.443513,31.173279"
长青坊,上海市浦东新区长青坊,"121.491165,31.161434"
斜土路1674弄,上海市徐汇区斜土路1674弄,"121.454852,31.195315"
宛南三村,上海市徐汇区宛南三村,"121.451454,31.180876"
医学院路25号,上海市徐汇区医学院路25号,"121.458260,31.200311"
冠生园路247号—253号,上海市徐汇区冠生园路247号,"121.426053,31.163079"
金龙花苑玫瑰园,上海市徐汇区金龙花苑玫瑰园,"121.456573,31.168858"
上影新村,上海市徐汇区上影新村,"121.462334,31.201288"
长海坊,上海市徐汇区长海坊,"121.419002,31.157108"
康州小区,上海市徐汇区康州小区,"121.430275,31.165934"
长青坊,上海市浦东新区长青坊,"121.491165,31.161434"
漕溪一村,上海市徐汇区漕溪一村,"121.439491,31.172424"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
泰东新村(徐汇),上海市奉贤区泰东新村,"121.566385,30.978222"
桂康小区,上海市徐汇区桂康小区,"121.419785,31.165480"
炎虹路76弄,上海市徐汇区炎虹路76弄,"121.464783,31.202677"
番禺路650弄,上海市徐汇区番禺路650弄,"121.429390,31.199550"
长峰小区,上海市徐汇区长峰小区,"121.454895,31.152561"
日晖二村,上海市徐汇区日晖二村,"121.465714,31.194017"
长峰小区,上海市徐汇区长峰小区,"121.454895,31.152561"
华沁家园,上海市徐汇区华沁家园,"121.451424,31.138878"
平华大厦,上海市徐汇区平华大厦,"121.456757,31.201204"
华沁家园,上海市徐汇区华沁家园,"121.451424,31.138878"
宛龙小区,上海市徐汇区宛龙小区,"121.448990,31.182232"
图情小区,上海市徐汇区图情小区,"121.451744,31.145895"
寿昌坊,上海市徐汇区寿昌坊,"121.421013,31.151253"
健安坊,上海市徐汇区健安坊,"121.423782,31.157061"
永兆豪庭,上海市徐汇区永兆豪庭,"121.395447,31.173780"
凯翔小区,上海市徐汇区凯翔小区,"121.439339,31.170193"
华泾绿苑,上海市徐汇区华泾绿苑,"121.457855,31.114353"
华沁家园,上海市徐汇区华沁家园,"121.451424,31.138878"
清枫大楼,上海市徐汇区清枫大楼,"121.456291,31.199093"
欣园新邨,上海市徐汇区欣园新邨,"121.407379,31.157314"
长桥一村,上海市徐汇区长桥一村,"121.437584,31.136528"
东泉小区,上海市徐汇区东泉小区,"121.445175,31.156063"
东泉小区,上海市徐汇区东泉小区,"121.445175,31.156063"
俞一小区,上海市徐汇区俞一小区,"121.452049,31.169256"
上缝小区,上海市徐汇区上缝小区,"121.446190,31.173052"
寿山坊,上海市徐汇区寿山坊,"121.422401,31.152660"
华泾绿苑,上海市徐汇区华泾绿苑,"121.457855,31.114353"
长桥五村,上海市徐汇区长桥五村,"121.435532,31.136232"
寿德坊,上海市徐汇区寿德坊,"121.421539,31.153936"
兴荣苑,上海市徐汇区兴荣苑,"121.431755,31.130054"
长丰坊,上海市徐汇区长丰坊,"121.415655,31.153800"
长青坊,上海市浦东新区长青坊,"121.491165,31.161434"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
康强坊,上海市徐汇区康强坊,"121.425224,31.154928"
寿昌坊,上海市徐汇区寿昌坊,"121.421013,31.151253"
寿昌坊,上海市徐汇区寿昌坊,"121.421013,31.151253"
汇成二村,上海市徐汇区汇成二村居委会,"121.434891,31.146637"
梅陇三村,上海市徐汇区梅陇三村,"121.417511,31.135735"
康强坊,上海市徐汇区康强坊,"121.425224,31.154928"
斜土路1220号,上海市徐汇区斜土路1220号,"121.465355,31.199451"
东安五村,上海市徐汇区东安五村,"121.453309,31.184656"
谨斜小区,上海市徐汇区谨斜小区,"121.448784,31.193199"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
薛家宅小区,上海市徐汇区薛家宅小区,"121.411888,31.163736"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
东安五村,上海市徐汇区东安五村,"121.453309,31.184656"
东安四村,上海市徐汇区东安四村,"121.450894,31.186747"
健安坊,上海市徐汇区健安坊,"121.423782,31.157061"
谨斜小区,上海市徐汇区谨斜小区,"121.448784,31.193199"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
东安四村,上海市徐汇区东安四村,"121.450894,31.186747"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
茶陵路345弄,上海市徐汇区茶陵路345弄,"121.463743,31.197236"
东安四村,上海市徐汇区东安四村,"121.450894,31.186747"
上影新村,上海市徐汇区上影新村,"121.462334,31.201288"
金巢铂瑞阁,上海市徐汇区金巢铂瑞阁,"121.464798,31.200403"
金巢铂瑞阁,上海市徐汇区金巢铂瑞阁,"121.464798,31.200403"
舒乐公寓,上海市徐汇区舒乐公寓,"121.435318,31.131142"
金巢铂瑞阁,上海市徐汇区金巢铂瑞阁,"121.464798,31.200403"
叠加苑,上海市徐汇区叠加苑,"121.452942,31.152843"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
钦州路111弄,上海市徐汇区钦州路111弄,"121.432025,31.162218"
汇京佳丽园,上海市徐汇区汇京佳丽园,"121.429688,31.147007"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
宜仕怡家,上海市徐汇区宜仕怡家,"121.439789,31.176558"
陕南公寓,上海市徐汇区陕南公寓,"121.461395,31.210514"
虹桥丽园,上海市徐汇区虹桥丽园,"121.428528,31.194170"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
徐家汇花园,上海市徐汇区徐家汇花园,"121.446953,31.193148"
徐家汇花园,上海市徐汇区徐家汇花园,"121.446953,31.193148"
徐家汇花园,上海市徐汇区徐家汇花园,"121.446953,31.193148"
芝大厦,上海市徐汇区芝大厦,"121.448713,31.207088"
光华绿苑,上海市徐汇区光华绿苑,"121.446869,31.121233"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
华东花苑,上海市徐汇区华东花苑,"121.436935,31.146910"
华东花苑,上海市徐汇区华东花苑,"121.436935,31.146910"
东荡小区,上海市徐汇区东荡小区,"121.428154,31.149765"
宜山路701弄,上海市徐汇区宜山路701弄,"121.419162,31.172660"
梅陇五村,上海市徐汇区梅陇五村,"121.421913,31.134501"
梅陇三村,上海市徐汇区梅陇三村,"121.417511,31.135735"
华东花苑,上海市徐汇区华东花苑,"121.436935,31.146910"
寿祥坊,上海市徐汇区寿祥坊,"121.419189,31.151060"
长虹坊,上海市徐汇区长虹坊,"121.417290,31.156857"
龙吴路13弄,上海市徐汇区龙吴路13弄,"121.443513,31.173279"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
凯翔小区,上海市徐汇区凯翔小区,"121.439339,31.170193"
田林新苑,上海市徐汇区田林新苑,"121.426996,31.173799"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
长桥三村,上海市徐汇区长桥三村,"121.442108,31.135077"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
虹梅南路96弄,上海市徐汇区虹梅南路96弄,"121.413605,31.139593"
梅陇九村,上海市浦东新区梅陇九村,"121.526901,31.220316"
梅陇三村,上海市徐汇区梅陇三村,"121.417511,31.135735"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
长海坊,上海市徐汇区长海坊,"121.419002,31.157108"
东荡小区,上海市徐汇区东荡小区,"121.428154,31.149765"
沙家浜小区,上海市徐汇区华济苑沙家浜小区,"121.462425,31.116402"
罗秀新村,上海市徐汇区罗秀新村,"121.446579,31.133022"
百色路133弄小区,上海市徐汇区百色路133弄小区,"121.447584,31.142932"
俞二小区,上海市徐汇区俞二小区,"121.449860,31.167574"
实业公寓,上海市徐汇区实业公寓,"121.436996,31.192621"
尚海湾豪庭,上海市徐汇区尚海湾豪庭,"121.430611,31.193581"
梅陇三村,上海市徐汇区梅陇三村,"121.417511,31.135735"
虹梅小区,上海市徐汇区虹梅小区,"121.395981,31.175148"
中恒苑,上海市徐汇区中恒苑,"121.448090,31.139400"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
金巢铂瑞阁,上海市徐汇区金巢铂瑞阁,"121.464798,31.200403"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
兴荣苑,上海市徐汇区兴荣苑,"121.431755,31.130054"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
徐汇新干线,上海市徐汇区徐汇,"121.419417,31.166917"
爱邦大厦,上海市徐汇区爱邦大厦,"121.447441,31.188242"
梅陇十一村,上海市徐汇区梅陇十一村,"121.427162,31.132442"
中恒苑,上海市徐汇区中恒苑,"121.448090,31.139400"
明佳公寓,上海市徐汇区明佳公寓,"121.415344,31.178217"
梅陇四村,上海市徐汇区梅陇四村,"121.421989,31.137594"
凯华公寓,上海市徐汇区凯华公寓,"121.432167,31.182135"
梅陇十村,上海市徐汇区梅陇十村,"121.424324,31.130239"
狮城花苑,上海市徐汇区狮城花苑,"121.446724,31.165464"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
华泾四村,上海市徐汇区华泾四村,"121.447777,31.119989"
华东花苑,上海市徐汇区华东花苑,"121.436935,31.146910"
狮城花苑,上海市徐汇区狮城花苑,"121.446724,31.165464"
天龙苑,上海市徐汇区天龙苑,"121.447701,31.157650"
徐汇新干线,上海市徐汇区徐汇,"121.419417,31.166917"
徐虹大楼,上海市徐汇区徐虹大楼,"121.425438,31.186871"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
龙呈家园,上海市徐汇区龙呈家园,"121.445564,31.170324"
漕溪一村,上海市徐汇区漕溪一村,"121.439491,31.172424"
徐汇新干线,上海市徐汇区徐汇,"121.419417,31.166917"
乾骏园,上海市徐汇区乾骏园,"121.439766,31.166302"
爱建园,上海市宝山区爱建园,"121.371109,31.354818"
徐虹华庭,上海市徐汇区徐虹华庭,"121.426376,31.189703"
澳龙公寓,上海市徐汇区澳龙公寓,"121.436493,31.168886"
圣骊家园,上海市徐汇区圣骊家园,"121.431778,31.160906"
梓树园,上海市徐汇区梓树园,"121.430290,31.163054"
新湖云庭,上海市徐汇区新湖云庭,"121.461090,31.192234"
华鼎广场,上海市徐汇区华鼎广场,"121.432045,31.180027"
新湖云庭,上海市徐汇区新湖云庭,"121.461090,31.192234"
梓树园,上海市徐汇区梓树园,"121.430290,31.163054"
鼎新大楼(公寓),上海市徐汇区鼎新大楼,"121.460449,31.203327"
新湖云庭,上海市徐汇区新湖云庭,"121.461090,31.192234"
华鼎广场,上海市徐汇区华鼎广场,"121.432045,31.180027"
华东花苑,上海市徐汇区华东花苑,"121.436935,31.146910"
名人花苑,上海市徐汇区名人花苑,"121.453148,31.114859"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
漕溪四村,上海市徐汇区漕溪四村,"121.440292,31.170727"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
钦江大楼,上海市徐汇区钦江大楼,"121.413307,31.176889"
宛龙小区,上海市徐汇区宛龙小区,"121.448990,31.182232"
爱建大厦,上海市徐汇区爱建大厦,"121.448433,31.188643"
天龙苑,上海市徐汇区天龙苑,"121.447701,31.157650"
正南花苑,上海市徐汇区正南花苑,"121.430473,31.150068"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
明佳公寓,上海市徐汇区明佳公寓,"121.415344,31.178217"
明佳公寓,上海市徐汇区明佳公寓,"121.415344,31.178217"
徐汇公寓,上海市徐汇区徐汇公寓,"121.432797,31.161964"
康沁苑,上海市徐汇区康沁苑,"121.428856,31.146803"
徐汇公寓,上海市徐汇区徐汇公寓,"121.432797,31.161964"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
挹翠苑,上海市徐汇区挹翠苑,"121.445923,31.154007"
徐汇新城(公寓),上海市徐汇区上南公寓,"121.432797,31.161964"
挹翠苑,上海市徐汇区挹翠苑,"121.445923,31.154007"
佳安公寓,上海市徐汇区佳安公寓,"121.447174,31.189648"
大闻公寓,上海市徐汇区大闻公寓,"121.460258,31.198673"
年平花苑,上海市徐汇区年平花苑,"121.459145,31.207577"
徐家汇花园,上海市徐汇区徐家汇花园,"121.446953,31.193148"
恒益公寓,上海市徐汇区恒益公寓,"121.461868,31.200132"
徐家汇花园,上海市徐汇区徐家汇花园,"121.446953,31.193148"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
光大会展中心,上海市徐汇区光大会展中心,"121.428894,31.167114"
徐汇公寓,上海市徐汇区徐汇公寓,"121.432797,31.161964"
广汇花苑,上海市徐汇区广汇花苑,"121.455025,31.192078"
广汇花苑,上海市徐汇区广汇花苑,"121.455025,31.192078"
徐汇公寓,上海市徐汇区徐汇公寓,"121.432797,31.161964"
广汇花苑,上海市徐汇区广汇花苑,"121.455025,31.192078"
绿邑翠苑,上海市徐汇区绿邑翠苑,"121.448380,31.156845"
鹏欣公寓,上海市徐汇区鹏欣公寓,"121.444061,31.184069"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
兆丰虹桥公寓,上海市徐汇区兆丰虹桥公寓,"121.423714,31.183250"
瑞金南苑,上海市徐汇区瑞金南苑,"121.467249,31.199620"
金轩公寓,上海市徐汇区金轩公寓,"121.439362,31.188540"
创世纪花园,上海市徐汇区创世纪花园,"121.439896,31.185373"
爱建园,上海市宝山区爱建园,"121.371109,31.354818"
瑞金南苑,上海市徐汇区瑞金南苑,"121.467249,31.199620"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
爱中爱华公寓,上海市徐汇区爱中爱华公寓,"121.449478,31.186045"
漕东路30弄,上海市徐汇区漕东路30弄,"121.438669,31.173832"
海斯大厦,上海市徐汇区海斯大厦,"121.436569,31.201883"
佳安公寓,上海市徐汇区佳安公寓,"121.447174,31.189648"
金桂苑(徐汇),上海市徐汇区金桂苑,"121.437026,31.145850"
南林公寓,上海市徐汇区南林公寓,"121.426483,31.179876"
凯旋一村,上海市徐汇区凯旋一村,"121.424629,31.193342"
长乐路683号,上海市徐汇区长乐路683号,"121.449290,31.216310"
宛南五村,上海市徐汇区宛南五村,"121.448341,31.180853"
长桥一村,上海市徐汇区长桥一村,"121.437584,31.136528"
中漕小区,上海市徐汇区中漕小区,"121.435242,31.183767"
宛南五村,上海市徐汇区宛南五村,"121.448341,31.180853"
上影公寓,上海市徐汇区上影公寓,"121.441345,31.184793"
中漕小区,上海市徐汇区中漕小区,"121.435242,31.183767"
徐虹路112弄,上海市徐汇区徐虹路112弄,"121.431544,31.190222"
凯旋一村,上海市徐汇区凯旋一村,"121.424629,31.193342"
宛平南路170弄,上海市徐汇区宛平南路170弄,"121.445602,31.193828"
泰东新村(徐汇),上海市奉贤区泰东新村,"121.566385,30.978222"
音苑小区,上海市徐汇区音苑小区,"121.453217,31.212181"
宛南五村,上海市徐汇区宛南五村,"121.448341,31.180853"
番南小区,上海市徐汇区番南小区,"121.425766,31.192202"
宛南六村,上海市徐汇区宛南六村,"121.445663,31.179573"
建国西路613弄,上海市徐汇区建国西路613弄,"121.448472,31.201090"
世家小区,上海市徐汇区世家小区,"121.460693,31.209019"
武康路69弄,上海市徐汇区武康路69弄,"121.440630,31.212477"
华悦家园,上海市徐汇区华悦家园,"121.410751,31.166965"
双晖小区,上海市徐汇区双晖小区,"121.467896,31.196981"
永兆豪庭,上海市徐汇区永兆豪庭,"121.395447,31.173780"
天龙苑,上海市徐汇区天龙苑,"121.447701,31.157650"
华悦家园,上海市徐汇区华悦家园,"121.410751,31.166965"
乌中小区,上海市徐汇区乌中小区,"121.446861,31.212217"
徐汇世家花园,上海市徐汇区徐汇世家花园,"121.418326,31.181418"
海珀旭晖酒店式公寓,上海市徐汇区海珀旭晖,"121.458649,31.183138"
华悦家园,上海市徐汇区华悦家园,"121.410751,31.166965"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
徐汇长春苑,上海市徐汇区徐汇长春苑,"121.421465,31.181062"
馨宁公寓,上海市徐汇区馨宁公寓,"121.447784,31.128372"
金龙花苑茶花园,上海市徐汇区金龙花苑茶花园,"121.456573,31.168858"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
华悦家园,上海市徐汇区华悦家园,"121.410751,31.166965"
乌中小区,上海市徐汇区乌中小区,"121.446861,31.212217"
东方时空公寓,上海市徐汇区东方时空公寓,"121.427716,31.192807"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
海上名邸,上海市徐汇区海上名邸,"121.423309,31.154852"
武康路280弄(公房),上海市徐汇区武康路280弄,"121.438556,31.207378"
杜鹃园,上海市徐汇区杜鹃园,"121.410164,31.168009"
漕溪大楼,上海市徐汇区漕溪大楼,"121.437103,31.183849"
长虹坊,上海市徐汇区长虹坊,"121.417290,31.156857"
王家堂小区,上海市徐汇区王家堂小区,"121.444832,31.189226"
漕溪大楼,上海市徐汇区漕溪大楼,"121.437103,31.183849"
柿子湾小区,上海市徐汇区柿子湾小区,"121.429527,31.189642"
炎虹路76弄,上海市徐汇区炎虹路76弄,"121.464783,31.202677"
斜土路2200弄,上海市徐汇区斜土路2200弄,"121.450248,31.191242"
天钥新村,上海市徐汇区天钥新村,"121.447144,31.185377"
斜土路2200弄,上海市徐汇区斜土路2200弄,"121.450248,31.191242"
华港小区,上海市徐汇区华港小区,"121.449097,31.216160"
小木桥路101弄,上海市徐汇区小木桥路101弄,"121.456920,31.199687"
长青坊,上海市浦东新区长青坊,"121.491165,31.161434"
长桥五村,上海市徐汇区长桥五村,"121.435532,31.136232"
斜土路2200弄,上海市徐汇区斜土路2200弄,"121.450248,31.191242"
上海师大新村,上海市徐汇区上海师大新村,"121.417385,31.158616"
天钥新村,上海市徐汇区天钥新村,"121.447144,31.185377"
番南小区,上海市徐汇区番南小区,"121.425766,31.192202"
武康路280弄(公房),上海市徐汇区武康路280弄,"121.438556,31.207378"
番南小区,上海市徐汇区番南小区,"121.425766,31.192202"
音苑小区,上海市徐汇区音苑小区,"121.453217,31.212181"
复兴中路1218弄,上海市徐汇区复兴中路1218弄,"121.459582,31.213581"
宜山路400弄,上海市徐汇区宜山路400弄,"121.428673,31.187490"
长桥五村,上海市徐汇区长桥五村,"121.435532,31.136232"
岳阳大楼,上海市徐汇区岳阳大楼,"121.453057,31.203696"
番南小区,上海市徐汇区番南小区,"121.425766,31.192202"
衡山路696弄,上海市徐汇区衡山路696弄,"121.442112,31.199054"
岳阳大楼,上海市徐汇区岳阳大楼,"121.453057,31.203696"
凯旋一村,上海市徐汇区凯旋一村,"121.424629,31.193342"
世家小区,上海市徐汇区世家小区,"121.460693,31.209019"
新汇公寓,上海市徐汇区新汇公寓,"121.446198,31.195114"
爱中爱华公寓,上海市徐汇区爱中爱华公寓,"121.449478,31.186045"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
丝庐花语,上海市徐汇区丝庐花语,"121.467033,31.195787"
汇京佳丽园,上海市徐汇区汇京佳丽园,"121.429688,31.147007"
宜德苑,上海市徐汇区宜德苑,"121.425911,31.185287"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
汇京佳丽园,上海市徐汇区汇京佳丽园,"121.429688,31.147007"
电影华苑,上海市徐汇区电影华苑,"121.440720,31.184343"
金轩公寓,上海市徐汇区金轩公寓,"121.439362,31.188540"
莱诗邸,上海市徐汇区莱诗邸,"121.439728,31.190178"
丝庐花语,上海市徐汇区丝庐花语,"121.467033,31.195787"
莱诗邸,上海市徐汇区莱诗邸,"121.439728,31.190178"
尚海湾豪庭,上海市徐汇区尚海湾豪庭,"121.430611,31.193581"
莱诗邸,上海市徐汇区莱诗邸,"121.439728,31.190178"
龙兆苑,上海市徐汇区徐汇龙兆苑,"121.446823,31.170956"
金轩公寓,上海市徐汇区金轩公寓,"121.439362,31.188540"
新汇公寓,上海市徐汇区新汇公寓,"121.446198,31.195114"
爱中爱华公寓,上海市徐汇区爱中爱华公寓,"121.449478,31.186045"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
天龙苑,上海市徐汇区天龙苑,"121.447701,31.157650"
华沁家园,上海市徐汇区华沁家园,"121.451424,31.138878"
华沁家园,上海市徐汇区华沁家园,"121.451424,31.138878"
罗秀家园,上海市徐汇区罗秀家园,"121.431862,31.131641"
华泾绿苑,上海市徐汇区华泾绿苑,"121.457855,31.114353"
田林新苑,上海市徐汇区田林新苑,"121.426996,31.173799"
东荡小区,上海市徐汇区东荡小区,"121.428154,31.149765"
月季园(徐汇),上海市徐汇区月季园(徐汇),"121.410957,31.149001"
体育花苑,上海市徐汇区体育花苑,"121.429741,31.142881"
尚谊小区,上海市徐汇区尚谊小区,"121.453758,31.195219"
轻工大木桥小区,上海市徐汇区轻工大木桥小区,"121.461395,31.197172"
上缝小区,上海市徐汇区上缝小区,"121.446190,31.173052"
华富小区,上海市青浦区华富小区,"121.233650,31.244610"
宛平南路71弄,上海市徐汇区宛平南路71弄,"121.446128,31.196040"
徐虹公寓,上海市徐汇区徐虹公寓,"121.425446,31.186853"
汇成五村,上海市徐汇区汇成五村,"121.449425,31.144348"
漕溪大楼,上海市徐汇区漕溪大楼,"121.437103,31.183849"
美乐小区,上海市徐汇区美乐小区,"121.425056,31.170588"
