title,位置,经纬度
天和湖滨家园(公寓),河南省三门峡市湖滨区教师家属楼,"111.207010,34.771120"
鑫港苑,上海市浦东新区鑫港苑,"121.681091,31.241455"
新德路341弄,上海市浦东新区新德路341弄,"121.698555,31.197548"
鑫港苑,上海市浦东新区鑫港苑,"121.681091,31.241455"
东城华都,北京市东城区,"116.416334,39.928359"
海通新村,上海市浦东新区海通花苑,"121.567627,31.120453"
东方冠郡二期,海南省东方市,"108.651829,19.095187"
东方冠郡二期,海南省东方市,"108.651829,19.095187"
东方冠郡二期,海南省东方市,"108.651829,19.095187"
汇锦城三期,上海市浦东新区吉宝汇锦城三期,"121.637695,31.032736"
潼港四村,上海市浦东新区潼港四村,"121.575851,31.344851"
施湾家园,上海市浦东新区施湾家园,"121.757210,31.145084"
昱龙家园,上海市浦东新区昱龙家园,"121.597608,31.122457"
晨光公寓,浙江省丽水市龙泉市晨光公寓,"119.137451,28.070791"
人生港湾南欧城,上海市浦东新区人生港湾南欧城,"121.769882,31.039904"
万科清林径,广东省深圳市龙岗区万科清林径,"114.232513,22.747377"
甬申金地城,上海市浦东新区甬申金地城,"121.767288,31.057440"
阳光苑民同路10弄40弄,上海市浦东新区阳光苑,"121.628769,31.261593"
百欣苑,上海市浦东新区百欣苑,"121.752472,31.170876"
甬申金地城,上海市浦东新区甬申金地城,"121.767288,31.057440"
汇丽苑,上海市浦东新区汇丽苑,"121.568611,31.114466"
城丰路15弄,广东省广州市增城区城丰路15号,"113.829912,23.293674"
天环苑,上海市浦东新区天环苑,"121.738075,31.170977"
城丰路15弄,广东省广州市增城区城丰路15号,"113.829912,23.293674"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
凌港城,上海市浦东新区凌港城,"121.736458,31.170120"
万科清林径,广东省深圳市龙岗区万科清林径,"114.232513,22.747377"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
华昌小区,湖南省益阳市赫山区华昌小区,"112.303810,28.585741"
汇善嘉苑,上海市浦东新区汇善嘉苑,"121.609268,31.079386"
新高桥春晖苑,上海市浦东新区新高桥春晖苑,"121.582764,31.338434"
信诚丽都苑,上海市浦东新区信诚丽都苑,"121.581322,31.116526"
阳光苑,上海市浦东新区阳光苑,"121.628769,31.261593"
云舒苑,上海市浦东新区云舒苑,"121.724655,31.235857"
海通新村,上海市浦东新区海通花苑,"121.567627,31.120453"
立诚苑,上海市浦东新区立城苑,"121.685326,31.194492"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
高行家园,上海市浦东新区高行家园,"121.614189,31.295094"
欧风家园,上海市浦东新区欧风家园,"121.594025,31.082554"
周康四村,上海市浦东新区周康四村,"121.572632,31.139158"
安阁苑,上海市浦东新区安阁苑,"121.579323,31.092308"
双秀北园,上海市浦东新区双秀北园,"121.564507,31.123148"
锦福苑,广东省深圳市南山区仓前锦福苑,"113.919594,22.527622"
中邦城市,江苏省无锡市滨湖区中邦城市,"120.380402,31.574675"
爱法新城,上海市浦东新区爱法新城,"121.586097,31.277587"
阳光花城,河北省衡水市桃城区阳光花城,"115.642273,37.742565"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
东方听潮豪园,海南省东方市,"108.651829,19.095187"
东方听潮豪园,海南省东方市,"108.651829,19.095187"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
东方听潮豪园,海南省东方市,"108.651829,19.095187"
莲珠大厦,上海市浦东新区莲珠大厦,"121.556198,31.181210"
文怡苑,上海市浦东新区文怡苑,"121.603584,31.143143"
东城华都,北京市东城区,"116.416334,39.928359"
华盛名门,辽宁省锦州市义县华盛名门,"121.244110,41.526394"
界龙新世纪公寓,上海市浦东新区界龙新世纪公寓,"121.696800,31.194855"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
东城花苑一村,北京市东城区,"116.416334,39.928359"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
东方听潮豪园,海南省东方市,"108.651829,19.095187"
鸿基公寓,广东省东莞市鸿基公寓,"113.970299,22.958012"
东城花苑一村,北京市东城区,"116.416334,39.928359"
阳明花园广场（一期）,黑龙江省牡丹江市阳明区,"129.635836,44.595851"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
东方听潮豪园,海南省东方市,"108.651829,19.095187"
紫薇和苑,上海市浦东新区紫薇和苑,"121.577477,31.336866"
环龙公寓,上海市浦东新区环龙公寓,"121.558487,31.189867"
万馨佳园,上海市浦东新区万馨佳园,"121.673340,31.191942"
海霞佳苑,上海市浦东新区海霞佳苑,"121.745071,31.170147"
人生港湾南欧城,上海市浦东新区人生港湾南欧城,"121.769882,31.039904"
人生港湾南欧城,上海市浦东新区人生港湾南欧城,"121.769882,31.039904"
乐源城C区,上海市浦东新区乐源城c区,"121.776923,31.048385"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
古馨苑,四川省成都市武侯区古馨苑,"104.011436,30.639568"
博佳花园,广东省云浮市云城区博佳花园,"112.043770,22.924555"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
东城花苑二村,北京市东城区,"116.416334,39.928359"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
康敏苑,上海市浦东新区康敏苑,"121.741920,31.039824"
乐源城C区,上海市浦东新区乐源城c区,"121.776923,31.048385"
东城花苑一村,北京市东城区,"116.416334,39.928359"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
听潮民乐苑,上海市浦东新区听潮民乐苑,"121.745641,31.052087"
东城时代华庭,北京市东城区,"116.416334,39.928359"
沙田公寓,香港特别行政区沙田区,"114.195365,22.379532"
人生港湾南欧城,上海市浦东新区人生港湾南欧城,"121.769882,31.039904"
长达佳苑宜居尚城,上海市浦东新区宜居尚城,"121.577934,31.025909"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
东都豪苑,上海市浦东新区东都豪苑,"121.753029,31.177605"
康敏苑,上海市浦东新区康敏苑,"121.741920,31.039824"
民风小区,上海市浦东新区民风小区,"121.666603,31.279789"
康敏苑,上海市浦东新区康敏苑,"121.741920,31.039824"
东靖路199号,上海市浦东新区东靖路199号,"121.576195,31.291813"
锦欣苑,四川省成都市青羊区锦欣苑,"104.060028,30.676817"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
南江苑,重庆市江津区南江苑,"106.274532,29.273779"
金唐公寓,上海市浦东新区金唐公寓,"121.657860,31.202555"
听潮二村,上海市浦东新区听潮二村,"121.745613,31.050718"
皇宫半岛,上海市浦东新区皇宫半岛,"121.781013,31.042259"
金枫公寓,上海市浦东新区金枫公寓,"121.682663,31.238955"
珠江玫瑰花园(公寓),上海市浦东新区珠江玫瑰花园,"121.532417,31.242773"
世茂湖滨花园(公寓),河南省三门峡市湖滨区教师家属楼,"111.207010,34.771120"
江南清漪园,广西壮族自治区南宁市江南区,"108.273206,22.781166"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
金汇广场,湖南省常德市武陵区金汇广场,"111.692284,29.069141"
鑫通公寓,上海市浦东新区鑫通公寓,"121.753502,31.041746"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
博佳花园,广东省云浮市云城区博佳花园,"112.043770,22.924555"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
博佳花园,广东省云浮市云城区博佳花园,"112.043770,22.924555"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
博佳花园,广东省云浮市云城区博佳花园,"112.043770,22.924555"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
彩虹雅苑,上海市浦东新区彩虹雅苑,"121.738220,31.054764"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
东方冠郡一期,海南省东方市,"108.651829,19.095187"
彩虹雅苑,上海市浦东新区彩虹雅苑,"121.738220,31.054764"
金枫公寓,上海市浦东新区金枫公寓,"121.682663,31.238955"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
玉兰苑(川沙),上海市松江区玉兰苑,"121.227089,31.058598"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
东方冠郡一期,海南省东方市,"108.651829,19.095187"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
东城华都,北京市东城区,"116.416334,39.928359"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
东城花苑一村,北京市东城区,"116.416334,39.928359"
沙田公寓,香港特别行政区沙田区,"114.195365,22.379532"
玉兰苑(川沙),上海市松江区玉兰苑,"121.227089,31.058598"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
汇锦城三期,上海市浦东新区吉宝汇锦城三期,"121.637695,31.032736"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
汇锦城三期,上海市浦东新区吉宝汇锦城三期,"121.637695,31.032736"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
汇锦城三期,上海市浦东新区吉宝汇锦城三期,"121.637695,31.032736"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
鹏润伊顿公馆,上海市浦东新区鹏润伊顿公馆,"121.784498,31.057850"
沙田公寓,香港特别行政区沙田区,"114.195365,22.379532"
前哨路231弄,上海市浦东新区前哨路231弄,"121.722632,31.239134"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
新川公寓,上海市浦东新区新川公寓,"121.694542,31.191660"
伟业金锦苑一村,上海市浦东新区伟业金锦苑,"121.585793,31.284758"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
金枫公寓,上海市浦东新区金枫公寓,"121.682663,31.238955"
双秀北园,上海市浦东新区双秀北园,"121.564507,31.123148"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
滴水湖馨苑二期,上海市浦东新区港城滴水湖馨苑二期,"121.906273,30.897272"
滴水湖馨苑一期,上海市浦东新区港城滴水湖馨苑,"121.908585,30.894524"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
鼎鑫名流世家,云南省玉溪市华宁县世家,"102.912460,24.491618"
滴水湖馨苑,上海市浦东新区港城滴水湖馨苑,"121.908585,30.894524"
信和花园,四川省达州市达川区信合花园,"107.508163,31.196030"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
东城华都,北京市东城区,"116.416334,39.928359"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
逸亭佳苑,上海市浦东新区逸亭佳苑,"121.586105,31.114622"
人生港湾南欧城,上海市浦东新区人生港湾南欧城,"121.769882,31.039904"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
金枫公寓,上海市浦东新区金枫公寓,"121.682663,31.238955"
同润蓝美俊庭,上海市浦东新区同润蓝美俊庭,"121.747269,30.961639"
同润蓝美俊庭,上海市浦东新区同润蓝美俊庭,"121.747269,30.961639"
航城园,上海市浦东新区航城园,"121.749710,31.146694"
海燕苑,上海市浦东新区海燕苑,"121.757774,31.046055"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
华夏金桂苑(别墅),上海市浦东新区华夏金桂苑,"121.674881,31.198332"
汤臣商务中心,上海市浦东新区汤臣商务中心大厦,"121.511658,31.225004"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
界龙新世纪公寓,上海市浦东新区界龙新世纪公寓,"121.696800,31.194855"
八方大厦,浙江省绍兴市诸暨市八方大厦,"120.196075,29.728184"
信和花园,四川省达州市达川区信合花园,"107.508163,31.196030"
珠江玫瑰花园(公寓),上海市浦东新区珠江玫瑰花园,"121.532417,31.242773"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
同润蓝美俊庭,上海市浦东新区同润蓝美俊庭,"121.747269,30.961639"
汇锦城(一期),浙江省绍兴市汇锦城,"120.896851,30.039539"
汇锦城(一期),浙江省绍兴市汇锦城,"120.896851,30.039539"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
绿地东岸涟城,上海市浦东新区绿地东岸涟城,"121.914993,30.885126"
汇锦城(一期),浙江省绍兴市汇锦城,"120.896851,30.039539"
民胜苑,上海市浦东新区民胜苑,"121.654221,31.270546"
布鲁斯小镇(二期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
汇锦城(一期),浙江省绍兴市汇锦城,"120.896851,30.039539"
怡心苑,广东省广州市白云区怡心苑,"113.238815,23.169725"
高行绿洲(二期),上海市浦东新区高行绿洲,"121.591522,31.329851"
城中花园,贵州省遵义市凤冈县城中花园,"107.718820,27.961396"
和憬家园,上海市浦东新区和憬家园,"121.685287,31.200127"
滴水湖馨苑一期,上海市浦东新区港城滴水湖馨苑,"121.908585,30.894524"
东城华都,北京市东城区,"116.416334,39.928359"
逸墅新苑,上海市浦东新区逸墅新苑,"121.624603,31.325230"
南郊花园(公寓),山西省大同市城区永泰公寓,"113.303510,40.071207"
贝越流明新苑,上海市浦东新区贝越流明新苑,"121.621780,31.202263"
英雄路51弄,上海市浦东新区英雄路51弄,"121.760696,31.038330"
绿海家园,北京市顺义区绿海家园,"116.622002,40.155899"
金桂小区,山东省临沂市河东区金桂小区,"118.421005,35.022099"
羽北小区,上海市浦东新区羽北小区,"121.546448,31.235130"
羽北小区,上海市浦东新区羽北小区,"121.546448,31.235130"
泉东小区,山西省大同市天镇县泉东小区,"114.099579,40.420349"
东昌新村,吉林省通化市东昌区,"125.927187,41.702872"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
东昌新村,吉林省通化市东昌区,"125.927187,41.702872"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
潍坊十村,山东省潍坊市,"119.161721,36.707668"
潍坊十村,山东省潍坊市,"119.161721,36.707668"
雪野二村,上海市浦东新区雪野二村,"121.497757,31.182205"
京浦小区,上海市浦东新区京浦小区,"121.566521,31.152691"
金桂小区,山东省临沂市河东区金桂小区,"118.421005,35.022099"
京浦小区,上海市浦东新区京浦小区,"121.566521,31.152691"
金光小区,辽宁省大连市沙河口区金光小区,"121.595734,38.911900"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
金杨新村四街坊,上海市浦东新区金杨新村四街坊,"121.573746,31.244490"
潍坊十村,山东省潍坊市,"119.161721,36.707668"
潍坊七村,山东省潍坊市,"119.161721,36.707668"
金光小区,辽宁省大连市沙河口区金光小区,"121.595734,38.911900"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
京浦小区,上海市浦东新区京浦小区,"121.566521,31.152691"
潍坊十村,山东省潍坊市,"119.161721,36.707668"
东昌新村,吉林省通化市东昌区,"125.927187,41.702872"
竹园高层,福建省漳州市长泰区高层,"117.627807,24.824403"
京浦小区,上海市浦东新区京浦小区,"121.566521,31.152691"
泉东小区,山西省大同市天镇县泉东小区,"114.099579,40.420349"
梅园三村,上海市浦东新区梅园三村,"121.559593,31.253727"
京浦小区,上海市浦东新区京浦小区,"121.566521,31.152691"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
潍坊八村,山东省潍坊市,"119.161721,36.707668"
潍坊四村,山东省潍坊市诸城市四村,"119.226166,35.918945"
潍坊三村,山东省潍坊市昌乐县三村,"118.819434,36.362643"
潍坊七村,山东省潍坊市,"119.161721,36.707668"
三航小区,上海市浦东新区三航小区,"121.513084,31.235565"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
BPC陆家嘴创业街区,上海市浦东新区陆家嘴创业街区,"121.556715,31.233225"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
乳山三村,山东省威海市乳山市,"121.539557,36.920329"
BPC陆家嘴创业街区,上海市浦东新区陆家嘴创业街区,"121.556715,31.233225"
兰园小区,湖南省怀化市洪江市兰园,"109.831177,27.207241"
东南新村(浦东),上海市浦东新区浦东,"121.544379,31.221517"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
竹南小区,上海市浦东新区竹南小区,"121.527763,31.225483"
潍坊八村,山东省潍坊市,"119.161721,36.707668"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
泉东(二)小区,上海市浦东新区泉东(二)小区,"121.522343,31.227040"
东园二村,上海市浦东新区东园二村,"121.511406,31.231897"
潍坊七村,山东省潍坊市,"119.161721,36.707668"
潍坊七村,山东省潍坊市,"119.161721,36.707668"
潍坊九村,山东省潍坊市,"119.161721,36.707668"
泉东(二)小区,上海市浦东新区泉东(二)小区,"121.522343,31.227040"
莲康苑,上海市浦东新区莲康苑,"121.562424,31.172039"
世华锦城,上海市浦东新区世华锦城,"121.500061,31.161528"
中邦城市园,广东省广州市天河区中邦商务中心,"113.405365,23.128288"
玉兰香苑二期A块,上海市浦东新区玉兰香苑二期,"121.627602,31.194557"
泾东小区,浙江省台州市临海市文化小区,"121.322830,28.760162"
德锦苑,浙江省温州市鹿城区德锦苑,"120.655563,27.980986"
泾东小区,浙江省台州市临海市文化小区,"121.322830,28.760162"
绿洲康城亲水湾(中央区),上海市浦东新区绿洲康城亲水湾,"121.574852,31.150206"
中远行家,上海市浦东新区行家服务公寓,"121.529199,31.203059"
大华锦绣华城(二街区),辽宁省大连市甘井子区大华锦绣华城,"121.537819,38.887115"
伟业金锦苑二村,上海市浦东新区伟业金锦苑,"121.585793,31.284758"
大华锦绣华城(四街区),辽宁省大连市甘井子区大华锦绣华城,"121.537819,38.887115"
世华锦城,上海市浦东新区世华锦城,"121.500061,31.161528"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
绿洲康城亲水湾(中央区),上海市浦东新区绿洲康城亲水湾,"121.574852,31.150206"
中邦城市园,广东省广州市天河区中邦商务中心,"113.405365,23.128288"
新城西岸公园,陕西省西安市灞桥区西岸公园,"109.063405,34.309634"
浦城小区,福建省南平市浦城县,"118.541079,27.917804"
莲康苑,上海市浦东新区莲康苑,"121.562424,31.172039"
玉兰香苑二期C块,上海市浦东新区玉兰香苑二期,"121.627602,31.194557"
金东名苑,浙江省金华市金东区,"119.692821,29.099822"
浦虹苑,上海市浦东新区浦虹苑,"121.519600,31.187143"
鹏裕苑,上海市浦东新区鹏裕苑,"121.564339,31.172607"
大华锦绣华城(四街区),辽宁省大连市甘井子区大华锦绣华城,"121.537819,38.887115"
玉兰香苑(四期),上海市浦东新区玉兰香苑,"121.633232,31.200127"
大华锦绣华城(九街区),辽宁省大连市甘井子区大华锦绣华城,"121.537819,38.887115"
绿洲康城亲水湾(中央区),上海市浦东新区绿洲康城亲水湾,"121.574852,31.150206"
中远行家,上海市浦东新区行家服务公寓,"121.529199,31.203059"
绿洲康城亲水湾(中央区),上海市浦东新区绿洲康城亲水湾,"121.574852,31.150206"
东城新村,北京市东城区,"116.416334,39.928359"
巨西小区,上海市浦东新区巨西小区,"121.545959,31.239243"
泾东小区,浙江省台州市临海市文化小区,"121.322830,28.760162"
中大苑,上海市浦东新区中大苑,"121.593704,31.269238"
东陆新村五街坊,上海市浦东新区东陆新村五街坊,"121.592748,31.278683"
文兰小区,上海市浦东新区文兰小区,"121.525917,31.211079"
金光小区,辽宁省大连市沙河口区金光小区,"121.595734,38.911900"
崮山小区四街坊,上海市浦东新区崮山小区四街坊,"121.560570,31.240339"
由由一村,上海市浦东新区由由一村,"121.529182,31.194851"
王家宅小区,上海市浦东新区王家宅小区,"121.525223,31.216602"
依水园一期,湖北省武汉市江夏区依水园,"114.311195,30.346102"
罗山四村,河南省信阳市罗山县,"114.512838,32.204360"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
海阳新村,山东省烟台市海阳市海阳,"121.149774,36.784210"
城林美苑西区（三舒路62弄）,四川省攀枝花市西区,"101.630557,26.597700"
金杨新村四街坊,上海市浦东新区金杨新村四街坊,"121.573746,31.244490"
潍坊一村,山东省潍坊市寒亭区一村,"119.232365,36.775990"
西镇小区(浦东),上海市浦东新区西镇小区(浦东),"121.549861,31.241775"
巨西小区,上海市浦东新区巨西小区,"121.545959,31.239243"
芳芯苑,上海市浦东新区芳芯苑,"121.558372,31.192146"
雪野二村,上海市浦东新区雪野二村,"121.497757,31.182205"
金桥湾清水苑,上海市浦东新区金桥湾清水苑,"121.595373,31.259637"
金光小区,辽宁省大连市沙河口区金光小区,"121.595734,38.911900"
南杨花园,上海市浦东新区南杨花园,"121.554062,31.192413"
雪野二村,上海市浦东新区雪野二村,"121.497757,31.182205"
三林安居苑,上海市浦东新区三林安居苑,"121.523715,31.145131"
塘桥小区,上海市宝山区塘桥小区,"121.405067,31.331940"
张杨路370弄,上海市浦东新区张杨路370弄,"121.514580,31.225639"
潍坊八村,山东省潍坊市,"119.161721,36.707668"
鹏海小区,上海市浦东新区鹏海小区,"121.562927,31.174227"
鹏海小区,上海市浦东新区鹏海小区,"121.562927,31.174227"
齐七小区,上海市浦东新区齐七小区,"121.511879,31.178364"
南泉小区,贵州省铜仁市石阡县南泉小区,"108.230553,27.514462"
上南一村,上海市浦东新区上南一村,"121.497604,31.178314"
张杨路370弄,上海市浦东新区张杨路370弄,"121.514580,31.225639"
栖山小区,上海市浦东新区栖山小区,"121.543633,31.241777"
上南二村,上海市浦东新区上南二村,"121.496651,31.177719"
金杨新村五街坊,上海市浦东新区金杨新村五街坊,"121.578316,31.244730"
潍坊八村,山东省潍坊市,"119.161721,36.707668"
海院小区,上海市浦东新区海院小区,"121.536110,31.241575"
梅园三街坊,上海市浦东新区梅园三街坊,"121.524025,31.233835"
齐七小区,上海市浦东新区齐七小区,"121.511879,31.178364"
齐七小区,上海市浦东新区齐七小区,"121.511879,31.178364"
栖山小区,上海市浦东新区栖山小区,"121.543633,31.241777"
梅园三街坊,上海市浦东新区梅园三街坊,"121.524025,31.233835"
崂山五村,山东省青岛市崂山区,"120.469282,36.107069"
竹园新村(浦东),上海市浦东新区竹园新村(浦东),"121.531382,31.228529"
潍坊三村,山东省潍坊市昌乐县三村,"118.819434,36.362643"
莲文苑,上海市浦东新区莲文苑,"121.545609,31.185865"
王家宅小区,上海市浦东新区王家宅小区,"121.525223,31.216602"
恒大华城东林苑,浙江省杭州市江干区恒大,"120.298508,30.314018"
上南四村,上海市浦东新区上南四村,"121.497688,31.172470"
潍坊七村,山东省潍坊市,"119.161721,36.707668"
东城新村,北京市东城区,"116.416334,39.928359"
巨东小区,上海市浦东新区巨东小区,"121.549881,31.236679"
崮山小区四街坊,上海市浦东新区崮山小区四街坊,"121.560570,31.240339"
羽北小区,上海市浦东新区羽北小区,"121.546448,31.235130"
莲文苑,上海市浦东新区莲文苑,"121.545609,31.185865"
中远行家,上海市浦东新区行家服务公寓,"121.529199,31.203059"
仁和花苑,新疆维吾尔自治区昌吉回族自治州呼图壁县仁和花苑,"86.890271,44.190089"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
久阳滨江公寓,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市天山公寓,"86.151035,41.776993"
环球翡翠湾花园(公寓),上海市浦东新区环球翡翠湾花园,"121.533821,31.154081"
璞真园,上海市浦东新区璞真园,"121.587410,31.275459"
中邦大都会,上海市浦东新区中邦大都会,"121.573303,31.135683"
环球翡翠湾花园(公寓),上海市浦东新区环球翡翠湾花园,"121.533821,31.154081"
环球广场,山东省威海市环翠区环球广场,"122.113930,37.506859"
环球翡翠湾花园(公寓),上海市浦东新区环球翡翠湾花园,"121.533821,31.154081"
中邦大都会,上海市浦东新区中邦大都会,"121.573303,31.135683"
东方城市华庭,海南省东方市,"108.651829,19.095187"
金桥名都,上海市浦东新区金桥名都,"121.596260,31.254126"
金桥酒店公寓,北京市东城区金桥国际公寓,"116.441994,39.896042"
地杰国际城E欧泊时光,上海市浦东新区地杰国际城,"121.564461,31.157106"
中远行家,上海市浦东新区行家服务公寓,"121.529199,31.203059"
金桥酒店公寓,北京市东城区金桥国际公寓,"116.441994,39.896042"
金桥新家园,上海市浦东新区金桥新家园,"121.587563,31.255953"
金桥新家园,上海市浦东新区金桥新家园,"121.587563,31.255953"
吉利名苑,上海市浦东新区吉利名苑,"121.507614,31.159799"
陆家嘴滨江公馆,浙江省杭州市滨江区,"120.211981,30.208332"
陆家嘴滨江公馆,浙江省杭州市滨江区,"120.211981,30.208332"
地杰国际城E欧泊时光,上海市浦东新区地杰国际城,"121.564461,31.157106"
中远行家,上海市浦东新区行家服务公寓,"121.529199,31.203059"
